"unigram","bigram","trigram","freq"
"a","long","while",2
"a","lot","better",2
"a","lot","but",2
"a","lot","i",2
"a","lot","like",2
"a","lot","sooner",2
"a","low","profile",2
"a","main","street",2
"a","majority","of",2
"a","male","nympho",2
"a","man","in",2
"a","man","we",2
"a","map","of",2
"a","march","letter",2
"a","means","for",2
"a","meeting","in",2
"a","meeting","of",2
"a","mentally","ill",2
"a","method","that",2
"a","mild","case",2
"a","mild","winter",2
"a","mile","of",2
"a","military","or",2
"a","million","deficit",2
"a","mission","to",2
"a","mix","of",2
"a","mixture","of",2
"a","moment","and",2
"a","month","and",2
"a","month","or",2
"a","month","to",2
"a","moral","responsibility",2
"a","more","physical",2
"a","mother","i",2
"a","motion","to",2
"a","mountain","and",2
"a","movie","about",2
"a","movie","if",2
"a","movie","that",2
"a","music","video",2
"a","name","for",2
"a","new","book",2
"a","new","car",2
"a","new","city",2
"a","new","friend",2
"a","new","generation",2
"a","new","name",2
"a","new","position",2
"a","new","server",2
"a","new","south",2
"a","new","stadium",2
"a","new","study",2
"a","nice","guy",2
"a","nice","man",2
"a","night","of",2
"a","nobel","prize",2
"a","normal","life",2
"a","novel","of",2
"a","one","hour",2
"a","paper","towel",2
"a","paragon","of",2
"a","parallel","to",2
"a","participant","in",2
"a","patent","because",2
"a","path","forward",2
"a","payroll","of",2
"a","peanut","butter",2
"a","percent","increase",2
"a","perfect","day",2
"a","perfect","match",2
"a","perfect","world",2
"a","performance","audit",2
"a","person","named",2
"a","person","of",2
"a","personal","friend",2
"a","picture","so",2
"a","pinot","noir",2
"a","pioneer","in",2
"a","pizza","topping",2
"a","player","for",2
"a","player","on",2
"a","plea","agreement",2
"a","portfolio","and",2
"a","portion","of",2
"a","pot","of",2
"a","pregnant","woman",2
"a","premium","but",2
"a","prepared","statement",2
"a","pretty","awesome",2
"a","price","tag",2
"a","private","entity",2
"a","problem","with",2
"a","professor","at",2
"a","professor","of",2
"a","prolific","scorer",2
"a","proven","track",2
"a","public","library",2
"a","quarter","of",2
"a","quick","check",2
"a","rating","of",2
"a","reading","of",2
"a","real","difference",2
"a","real","real",2
"a","really","long",2
"a","reason","as",2
"a","recipe","that",2
"a","record","million",2
"a","recording","of",2
"a","relationship","with",2
"a","relatively","small",2
"a","reminder","that",2
"a","report","from",2
"a","report","of",2
"a","research","scientist",2
"a","resident","of",2
"a","responsibility","to",2
"a","road","trip",2
"a","roller","coaster",2
"a","roof","over",2
"a","roomful","of",2
"a","run","on",2
"a","rush","to",2
"a","san","francisco",2
"a","savior","that",2
"a","scale","of",2
"a","school","district",2
"a","school","singleseason",2
"a","scientist","and",2
"a","score","of",2
"a","season","of",2
"a","second","chance",2
"a","second","i",2
"a","sensitive","issue",2
"a","serious","health",2
"a","service","animal",2
"a","shame","because",2
"a","short","walk",2
"a","shortage","of",2
"a","show","at",2
"a","showcase","for",2
"a","single","mother",2
"a","small","amount",2
"a","small","but",2
"a","small","one",2
"a","small","price",2
"a","small","puddle",2
"a","small","room",2
"a","social","media",2
"a","society","where",2
"a","song","about",2
"a","song","together",2
"a","song","with",2
"a","source","said",2
"a","splash","of",2
"a","sprinkle","of",2
"a","statement","from",2
"a","statement","issued",2
"a","statement","of",2
"a","statement","that",2
"a","story","i",2
"a","strained","left",2
"a","strip","club",2
"a","structure","to",2
"a","student","a",2
"a","student","in",2
"a","success","in",2
"a","success","story",2
"a","sunday","morning",2
